,고객번호,14년 1분기,14년 2분기,14년 3분기,14년 4분기,15년 1분기,15년 2분기,15년 3분기,15년 4분기
1701,01702,17305895.0,46232180.0,56319324.0,64066058.0,31807270.0,81785990.0,36291978.0,56171836.0
1702,01703,1595642.0,1287182.0,1739968.0,1307727.0,981480.0,1295108.0,2094116.0,1949394.0
1703,01704,1474608.0,1533362.0,1781347.0,2239116.0,2027731.0,1975001.0,2022290.0,1639939.0
1704,01705,2224030.0,3843230.0,2485750.0,1163130.0,1981280.0,3388590.0,1829150.0,2441630.0
1705,01706,2037061.0,1306098.0,1463619.0,1035112.0,944379.0,1177239.0,1000442.0,1459690.0
1706,01707,2922921.0,5779102.0,3069271.0,5326984.0,5421558.0,1938953.0,2714679.0,5728045.0
1707,01708,2398763.0,2807848.0,2991628.0,6045248.0,2310998.0,3356270.0,2977284.0,5484550.0
1708,01709,4868130.0,5549460.0,24660700.0,3452910.0,7717480.0,4078160.0,1829880.0,43655240.0
1709,01710,1790273.0,1806337.0,1538981.0,1815625.0,1695810.0,2174587.0,1567706.0,1182764.0
1710,01711,950508.0,1287940.0,1119155.0,1646113.0,883854.0,1055234.0,1013580.0,864775.0
1711,01712,684350.0,388960.0,682774.0,590363.0,629114.0,554900.0,1332824.0,754858.0
1712,01713,5922970.0,6818400.0,9373840.0,5009500.0,14486169.0,3902287.0,4777188.0,3464463.0
1713,01714,1820060.0,2145590.0,2242810.0,2542990.0,2006330.0,3147900.0,2204970.0,2918143.0
1714,01715,1459663.0,1693140.0,1674429.0,1184025.0,1753948.0,1172767.0,1421683.0,1064668.0
1715,01716,4387866.0,7049559.0,3938986.0,2862166.0,4180380.0,4404637.0,3149316.0,3085316.0
1716,01717,716407.0,1494580.0,694900.0,927850.0,381340.0,1028900.0,206030.0,368090.0
1717,01718,2184250.0,2149470.0,3022980.0,3203330.0,2892920.0,4029120.0,3763500.0,3708930.0
1718,01719,1181113.0,2089782.0,1783152.0,2070551.0,1682870.0,2242662.0,1836656.0,1354930.0
1719,01720,1215850.0,1004040.0,700134.0,1718394.0,1352677.0,867920.0,842974.0,752424.0
1720,01721,1519077.0,1440169.0,1164471.0,2126593.0,1505947.0,1502411.0,1061779.0,1040114.0
1721,01722,3386924.0,3569583.0,6414803.0,3970936.0,4268742.0,5858821.0,4686766.0,5651816.0
1722,01723,5504140.0,12098090.0,59261343.0,25332120.0,24419990.0,30932560.0,49267580.0,27676382.0
1723,01724,787010.0,1612630.0,1285170.0,4423760.0,621820.0,774010.0,983240.0,774350.0
1724,01725,8239835.0,14785869.0,9170340.0,18811420.0,15701430.0,13503050.0,6893650.0,9015407.0
1725,01726,1024541.0,1134479.0,790224.0,869687.0,818380.0,1688334.0,1302923.0,712865.0
1726,01727,2506539.0,1880008.0,1716492.0,1636085.0,1910036.0,1878979.0,1717535.0,1397543.0
1727,01728,5691370.0,32026100.0,22531340.0,22496862.0,22560750.0,22465110.0,25921380.0,29771430.0
1728,01729,2051688.0,1207970.0,1625070.0,1522830.0,2262030.0,2517290.0,1804277.0,1891640.0
1729,01730,1450062.0,1264971.0,1917695.0,1605294.0,1827079.0,1523077.0,11360709.0,2362598.0
1730,01731,3402860.0,7335200.0,11278080.0,8635354.0,12130259.0,7000960.0,5420491.0,3466320.0
1731,01732,2414502.0,3019788.0,3922810.0,1273592.0,1038488.0,2228892.0,2513963.0,3214635.0
1732,01733,53432250.0,42380100.0,22754750.0,44843220.0,89360118.0,48286340.0,38536510.0,34650420.0
1733,01734,1573738.0,1408326.0,1337766.0,1703709.0,1532013.0,1699400.0,1525518.0,1559103.0
1734,01735,2905527.0,3065190.0,2127001.0,2818253.0,2766402.0,3453964.0,3667626.0,3201424.0
1735,01736,6054224.0,6752600.0,6639545.0,5048304.0,4756579.0,5542650.0,3236083.0,2456757.0
1736,01737,1283737.0,760725.0,948220.0,1521427.0,1133254.0,862166.0,1242750.0,1163279.0
1737,01738,28456510.0,10094920.0,9664200.0,16720058.0,19593110.0,18197256.0,10605480.0,32454839.0
1738,01739,1346800.0,4217340.0,6403200.0,11673340.0,9676848.0,8235030.0,10058640.0,16830110.0
1739,01740,2081435.0,895226.0,4005895.0,3384196.0,1161596.0,3633150.0,1235013.0,503796.0
1740,01741,1365112.0,1815968.0,5686200.0,10920040.0,5872040.0,15796750.0,18513130.0,10226030.0
1741,01742,1266249.0,1499200.0,1704620.0,2008802.0,1420469.0,1654192.0,1360417.0,1381773.0
1742,01743,1223191.0,1304198.0,1012659.0,827564.0,1487186.0,1004815.0,1262467.0,1428830.0
1743,01744,1653151.0,1707090.0,2412304.0,1899212.0,1275504.0,1489787.0,1917739.0,1549862.0
1744,01745,13113495.0,12147743.0,10706070.0,12752056.0,7100002.0,14463854.0,18850925.0,19576171.0
1745,01746,2998491.0,2645783.0,2206354.0,1926122.0,2185499.0,2116149.0,718320.0,723434.0
1746,01747,10136210.0,11525500.0,3931392.0,9643036.0,5944977.0,7182060.0,8079296.0,10652599.0
1747,01748,7441096.0,10869632.0,7324767.0,9207682.0,7092333.0,16958885.0,22919726.0,16679575.0
1748,01749,4419220.0,2012140.0,3496580.0,9696834.0,1679270.0,1965434.0,2866501.0,5477543.0
1749,01750,1401080.0,1327767.0,4519139.0,1034913.0,1213731.0,1280286.0,1282365.0,1146610.0
1750,01751,1631563.0,1291247.0,1349072.0,2096264.0,1856660.0,609510.0,1302565.0,1240436.0
1751,01752,8680540.0,7611110.0,10528060.0,8932906.0,1795370.0,535680.0,726102.0,753770.0
1752,01753,1335660.0,2784260.0,3648280.0,4543900.0,3425260.0,3452340.0,3071320.0,2134430.0
1753,01754,27597120.0,24474710.0,40837310.0,61097410.0,24559210.0,35198480.0,50964950.0,33388870.0
1754,01755,1167268.0,741933.0,1322456.0,856377.0,1196906.0,1392521.0,1669899.0,436085.0
1755,01756,6779350.0,6088739.0,7561927.0,27407833.0,7379846.0,3258485.0,7494561.0,4830698.0
1756,01757,1000762.0,1760734.0,832106.0,1065222.0,773946.0,806992.0,947331.0,990098.0
1757,01758,2303402.0,1837749.0,1566362.0,1816409.0,1273173.0,1582097.0,1836976.0,2679626.0
1758,01759,2711060.0,2096470.0,1777984.0,1941965.0,3107057.0,3165012.0,2360480.0,2219731.0
1759,01760,9473630.0,10220516.0,8039040.0,9550350.0,12051690.0,9856608.0,8817690.0,14452640.0
1760,01761,65082.0,411500.0,91650.0,,97000.0,384620.0,156700.0,1019800.0
1761,01762,896730.0,795530.0,1185780.0,1574540.0,1966380.0,1892250.0,1374100.0,1858320.0
1762,01763,4360282.0,4214677.0,3415284.0,4618539.0,5215520.0,4334153.0,6419686.0,6348435.0
1763,01764,2605960.0,3360730.0,4779369.0,2801541.0,2135170.0,2328960.0,1708550.0,3069180.0
1764,01765,1406865.0,1577622.0,1779534.0,2345923.0,1859197.0,1443525.0,1491040.0,1193950.0
1765,01766,31477960.0,11806040.0,11261730.0,22277340.0,39547270.0,23719130.0,22883520.0,25790230.0
1766,01767,838464.0,1280474.0,1179494.0,1319585.0,905337.0,2056208.0,1249097.0,2311950.0
1767,01768,628710.0,1031320.0,1414550.0,753660.0,1893583.0,1409490.0,2102760.0,2175063.0
1768,01769,1126946.0,192170.0,235420.0,533750.0,3104100.0,2649276.0,2346880.0,6260207.0
1769,01770,6929540.0,15998184.0,12702150.0,16047280.0,7410800.0,8574206.0,11823710.0,17050060.0
1770,01771,5785253.0,2343642.0,5265080.0,1637191.0,1190534.0,1333798.0,1389905.0,1171436.0
1771,01772,757757.0,830032.0,1451312.0,859292.0,805530.0,893702.0,1082691.0,171872.0
1772,01773,70990.0,457071.0,105770.0,183161.0,968983.0,1334105.0,1743712.0,1459246.0
1773,01774,1061586.0,1215522.0,1221061.0,1029585.0,1048120.0,968619.0,1178743.0,1332487.0
1774,01775,1771067.0,1559781.0,5139053.0,3886684.0,2503544.0,1576958.0,2800477.0,16258540.0
1775,01776,983360.0,1999693.0,1257040.0,2197760.0,2404280.0,1881660.0,1796360.0,1632403.0
1776,01777,2090853.0,16428585.0,9415303.0,10359320.0,1209300.0,10381760.0,3288460.0,4796634.0
1777,01778,508885.0,906497.0,848378.0,1444749.0,1476053.0,1368177.0,1675758.0,1483781.0
1778,01779,1852638.0,865436.0,828058.0,1586556.0,2638438.0,2835782.0,4981124.0,2804492.0
1779,01780,18100260.0,20914690.0,8992380.0,28694570.0,15534922.0,39516510.0,14610240.0,20196676.0
1780,01781,5879680.0,15413204.0,10543680.0,7251250.0,18520370.0,17330530.0,4502380.0,12380570.0
1781,01782,22316260.0,13354390.0,3905250.0,10844450.0,6205400.0,10675590.0,9050010.0,40641840.0
1782,01783,3198160.0,11491680.0,78454370.0,4980440.0,5633410.0,3022730.0,2468487.0,2141630.0
1783,01784,45292560.0,12801490.0,9459500.0,51382760.0,16235140.0,10738220.0,13939990.0,19048980.0
1784,01785,11454450.0,14643546.0,12579923.0,20183278.0,18092230.0,20933808.0,4261036.0,13002200.0
1785,01786,3775000.0,10540160.0,8085520.0,11115900.0,11696700.0,17377430.0,5956710.0,11379872.0
1786,01787,1557835.0,1746674.0,1473482.0,1392868.0,1559546.0,1449107.0,1868313.0,2076880.0
1787,01788,8937790.0,6026684.0,3437550.0,6732180.0,5693280.0,4176710.0,5744980.0,6840900.0
1788,01789,2963400.0,3175123.0,2308456.0,1752520.0,1256370.0,18563690.0,2707810.0,6345620.0
1789,01790,2788851.0,1713777.0,1671530.0,1882045.0,2228913.0,2012559.0,2027757.0,1587514.0
1790,01791,17069454.0,9508710.0,9918540.0,13862180.0,18018000.0,14179860.0,5244010.0,4493470.0
1791,01792,7986695.0,8131683.0,6202720.0,5543502.0,5013336.0,6458660.0,4704340.0,8310242.0
1792,01793,1671510.0,818640.0,977130.0,837120.0,536950.0,5414100.0,2820030.0,2703900.0
1793,01794,365030.0,3918787.0,3776156.0,2371687.0,2761411.0,5821381.0,3002658.0,15411791.0
1794,01795,6059380.0,3819030.0,3587236.0,3011570.0,3037558.0,2585310.0,1434950.0,3316890.0
1795,01796,11044310.0,10747500.0,9333670.0,16342660.0,13899240.0,18355480.0,3776260.0,2400960.0
1796,01797,2126713.0,1769637.0,1146800.0,2530040.0,887511.0,1715597.0,2010548.0,1862257.0
1797,01798,4321169.0,11606083.0,10443162.0,12237610.0,12507307.0,10898862.0,10666792.0,18648971.0
1798,01799,1271740.0,1043613.0,1150653.0,1590739.0,1337522.0,986927.0,1056940.0,1232361.0
1799,01800,722200.0,1446628.0,1412393.0,2417904.0,1398290.0,1886812.0,1247125.0,1932936.0
1800,01801,5305683.0,12827210.0,5966033.0,6020272.0,2384866.0,2980656.0,11005541.0,13523531.0
1801,01802,2438021.0,1050605.0,3537519.0,1641102.0,3609857.0,2185651.0,913273.0,1293490.0
1802,01803,21293020.0,6800840.0,10423090.0,45389523.0,8393712.0,13489434.0,15623966.0,41429058.0
1803,01804,3611305.0,3212372.0,8147416.0,4265774.0,6650558.0,6796017.0,7075878.0,9617630.0
1804,01805,2295381.0,1662605.0,1497462.0,2587167.0,1085333.0,1012524.0,1333917.0,1722756.0
1805,01806,1816946.0,1255335.0,1281348.0,1373076.0,1901730.0,1543811.0,1999131.0,1578010.0
1806,01807,1949112.0,3044550.0,2652419.0,2203023.0,2224471.0,2274694.0,2566702.0,2737753.0
1807,01808,1273404.0,6483766.0,3574961.0,6589244.0,5200210.0,9374378.0,5294605.0,5336335.0
1808,01809,4974850.0,6094300.0,6032940.0,674570.0,336200.0,1133530.0,3375980.0,6242480.0
1809,01810,6604753.0,3742596.0,4033759.0,4099800.0,1869467.0,3161036.0,2566720.0,2560178.0
1810,01811,761320.0,621798.0,729829.0,744146.0,678570.0,629620.0,694810.0,755680.0
1811,01812,7232909.0,24481501.0,10731137.0,16301165.0,23987507.0,12465278.0,22253682.0,25323260.0
1812,01813,3275588.0,4895383.0,2664958.0,4424074.0,3928538.0,4008272.0,3682890.0,5715620.0
1813,01814,1649003.0,1371292.0,1456465.0,1323736.0,1183522.0,1301090.0,869350.0,321890.0
1814,01815,13385810.0,13339930.0,6159130.0,9941807.0,13616040.0,6300177.0,4823880.0,4126938.0
1815,01816,4268600.0,5263800.0,9646280.0,4073460.0,12449246.0,2915600.0,6389810.0,2946430.0
1816,01817,1119058.0,1288452.0,1325455.0,1709658.0,2381900.0,1860781.0,3590243.0,4545636.0
1817,01818,1529766.0,2449617.0,2134546.0,1832203.0,3110163.0,2073043.0,1172306.0,1980762.0
1818,01819,738877.0,917607.0,1127335.0,2287525.0,1354584.0,1275856.0,1653374.0,1113615.0
1819,01820,5434738.0,1228165.0,667676.0,369461.0,1030334.0,742194.0,1043514.0,910292.0
1820,01821,3443550.0,3978980.0,1967230.0,9386790.0,712180.0,2854800.0,1336780.0,4699140.0
1821,01822,852848.0,740842.0,1121626.0,1047606.0,1023894.0,1172236.0,1264475.0,1133781.0
1822,01823,9261640.0,7570890.0,4493810.0,6349410.0,5424423.0,4663320.0,4462360.0,6398360.0
1823,01824,3118690.0,1677975.0,1984284.0,953840.0,1077280.0,1129852.0,1356599.0,1360724.0
1824,01825,6211855.0,8089290.0,6037470.0,7581060.0,6457730.0,5902039.0,6289468.0,6241534.0
1825,01826,6321962.0,5379254.0,15743740.0,22710720.0,11747679.0,11301437.0,10231269.0,16073988.0
1826,01827,512591.0,530920.0,86140.0,464840.0,1002641.0,1109504.0,669186.0,817912.0
1827,01828,9847527.0,10166393.0,10343114.0,11045244.0,10922567.0,8961133.0,8851610.0,15061444.0
1828,01829,5772001.0,7025168.0,6199476.0,12105100.0,6536314.0,12926915.0,4672910.0,3030397.0
1829,01830,1788021.0,478719.0,320989.0,560837.0,3760361.0,1635148.0,3543229.0,2674091.0
1830,01831,1654490.0,991110.0,626340.0,798530.0,733804.0,1163930.0,694850.0,1461630.0
1831,01832,962882.0,1278269.0,1194079.0,936706.0,976337.0,1292165.0,1306451.0,960775.0
1832,01833,2777750.0,2349759.0,1978787.0,2747687.0,2397334.0,2873047.0,2383517.0,2711153.0
1833,01834,5340089.0,6091344.0,3303363.0,5050680.0,7671950.0,10447030.0,2882920.0,10669430.0
1834,01835,1698588.0,4170551.0,2976952.0,3354641.0,1705200.0,1853184.0,1083509.0,1390744.0
1835,01836,1825097.0,2310717.0,2054620.0,2121758.0,2464202.0,2754586.0,2068414.0,1574841.0
1836,01837,4938173.0,5373822.0,7160938.0,5699705.0,4444683.0,4897407.0,5002518.0,4372068.0
1837,01838,5590718.0,4787550.0,3183118.0,3180900.0,1398913.0,3804150.0,1467470.0,2505460.0
1838,01839,2473685.0,1490816.0,1772100.0,888030.0,2647716.0,806910.0,1813282.0,1066998.0
1839,01840,2157963.0,1314911.0,1385802.0,1263925.0,1070094.0,1292452.0,1328360.0,856209.0
1840,01841,4239433.0,5863164.0,4456984.0,4554188.0,5146816.0,2735645.0,4920289.0,4000.0
1841,01842,25422320.0,16049635.0,14746400.0,34737033.0,31356744.0,17357520.0,12822605.0,37946719.0
1842,01843,15906220.0,11514340.0,14867750.0,9426700.0,25549680.0,14686280.0,12135700.0,16546490.0
1843,01844,4448960.0,13558070.0,9919760.0,13726810.0,8045140.0,4414660.0,7249690.0,7308840.0
1844,01845,1269023.0,1495228.0,2982264.0,1710886.0,2412291.0,2348266.0,2648917.0,3011451.0
1845,01846,1228728.0,1037942.0,1578551.0,1304114.0,1541326.0,1487767.0,1600169.0,1451746.0
1846,01847,3344290.0,5215910.0,3843600.0,8572217.0,3515786.0,3999657.0,9232080.0,9929555.0
1847,01848,1352986.0,1660695.0,1289743.0,1126504.0,1176329.0,1324546.0,1236998.0,1012930.0
1848,01849,1107369.0,990601.0,1795132.0,1330729.0,1407630.0,1521001.0,1486348.0,1394143.0
1849,01850,1065354.0,1024162.0,836741.0,714500.0,555183.0,499064.0,583444.0,524486.0
1850,01851,2396429.0,2104336.0,1294153.0,3254198.0,3226299.0,2475824.0,3820936.0,3428341.0
1851,01852,12843498.0,13882710.0,2852481.0,11051619.0,20488150.0,14300380.0,5495850.0,19991630.0
1852,01853,1727971.0,979795.0,804849.0,1094855.0,681838.0,434968.0,853641.0,449480.0
1853,01854,2273685.0,2099448.0,2295702.0,1425537.0,2232770.0,1990010.0,2302849.0,3261847.0
1854,01855,3185610.0,2212538.0,2892620.0,1874687.0,2455702.0,3259626.0,2017370.0,2352568.0
1855,01856,10359538.0,5594752.0,3292720.0,5732910.0,3930526.0,18074767.0,93976090.0,26382380.0
1856,01857,2196720.0,3372200.0,3220510.0,4050870.0,5147040.0,14872240.0,2714060.0,2282125.0
1857,01858,1610830.0,1040495.0,1208300.0,2396028.0,1108160.0,3271370.0,2448789.0,2721840.0
1858,01859,1728042.0,1813724.0,1651624.0,1917602.0,2152778.0,1592780.0,1663559.0,2469364.0
1859,01860,1525180.0,1363484.0,1125720.0,1874470.0,1174570.0,1692220.0,1122800.0,8466190.0
1860,01861,2522770.0,4268801.0,6285965.0,5894180.0,3542390.0,5162826.0,6247600.0,1388710.0
1861,01862,3725880.0,6531751.0,11364710.0,6204218.0,7452600.0,8327350.0,3301870.0,9823280.0
1862,01863,1832070.0,1757980.0,1480310.0,2189037.0,2163380.0,1956570.0,2330070.0,1922310.0
1863,01864,15266725.0,23299350.0,10187919.0,27385940.0,16544684.0,6542590.0,13112932.0,4750490.0
1864,01865,3600662.0,2800860.0,2582026.0,3496314.0,5265773.0,2162642.0,2851904.0,1584120.0
1865,01866,1626085.0,2476755.0,3728477.0,2477320.0,2093888.0,2945657.0,3090685.0,4084199.0
1866,01867,1924540.0,2367430.0,1429000.0,1320230.0,2669357.0,1709610.0,1649010.0,1533910.0
1867,01868,1327339.0,976947.0,1314520.0,2518542.0,2608996.0,2074658.0,1475315.0,987941.0
1868,01869,4284496.0,4611533.0,7175099.0,3508233.0,3876248.0,3677833.0,5104922.0,4538961.0
1869,01870,12285450.0,23063449.0,12125390.0,11293320.0,15071290.0,11715780.0,10281630.0,33501180.0
1870,01871,2842301.0,1335335.0,1985349.0,1138548.0,2294020.0,2042310.0,2886430.0,3165240.0
1871,01872,17980978.0,13163559.0,13754194.0,17882477.0,7221746.0,12242961.0,4736582.0,7472028.0
1872,01873,1675485.0,1529422.0,6194841.0,2990093.0,1479662.0,1601062.0,2043822.0,2023174.0
1873,01874,2517920.0,4622320.0,5644979.0,4253270.0,4489413.0,2099210.0,2457821.0,2387390.0
1874,01875,,,695359.0,997289.0,1925383.0,2300460.0,1603833.0,4380190.0
1875,01876,1221278.0,1430082.0,1111302.0,1141546.0,763576.0,705749.0,1273359.0,639844.0
1876,01877,2583681.0,4416569.0,5532212.0,4962934.0,2379779.0,1492018.0,2834437.0,3918704.0
1877,01878,3498530.0,2572000.0,2254200.0,2940890.0,3882390.0,4756360.0,15412069.0,3014300.0
1878,01879,3783640.0,6171924.0,10291335.0,14935170.0,7781949.0,5220990.0,4595680.0,6541190.0
1879,01880,40511800.0,60460430.0,48097310.0,57936740.0,20687540.0,19405320.0,11520690.0,23132335.0
1880,01881,51516.0,24300.0,,,297000.0,,,
1881,01882,2090005.0,3380505.0,1865718.0,2168658.0,1491237.0,1689362.0,1882018.0,3178831.0
1882,01883,1019740.0,252740.0,537942.0,541552.0,759524.0,821973.0,1097922.0,1354382.0
1883,01884,744841.0,701106.0,499471.0,923581.0,889898.0,902217.0,690086.0,404019.0
1884,01885,4882950.0,4941460.0,3606290.0,4074787.0,4449164.0,5135009.0,4224410.0,4166440.0
1885,01886,6842120.0,8430302.0,2664460.0,3535720.0,5001594.0,3998840.0,3221030.0,3433908.0
1886,01887,1446078.0,1604670.0,1393333.0,1555317.0,1171226.0,1404830.0,1840503.0,1393464.0
1887,01888,2010220.0,4581510.0,3107293.0,17171040.0,4493200.0,25073790.0,18759810.0,39338700.0
1888,01889,29584180.0,8495166.0,4609130.0,7084386.0,8139288.0,5020708.0,27324420.0,5260870.0
1889,01890,360060.0,937954.0,1638608.0,1163129.0,1356990.0,1883767.0,2913703.0,2130250.0
1890,01891,939672.0,1070078.0,1347660.0,1644784.0,1347466.0,1001938.0,986766.0,1318277.0
1891,01892,319055.0,1064161.0,357810.0,610172.0,1172112.0,2366763.0,859025.0,1040977.0
1892,01893,1528494.0,1355786.0,1421441.0,1538474.0,1122815.0,1410211.0,1147095.0,1974251.0
1893,01894,3269160.0,6072370.0,4306520.0,2621690.0,4377060.0,10032230.0,6168560.0,2110670.0
1894,01895,13377670.0,24324190.0,9078130.0,22937920.0,4680750.0,7348180.0,3840280.0,6077910.0
1895,01896,3151140.0,6348603.0,10419200.0,8965942.0,9465760.0,9206874.0,6056250.0,13539913.0
1896,01897,1049358.0,1349921.0,1168131.0,1233882.0,1967894.0,1576818.0,1489631.0,1201054.0
1897,01898,3821420.0,6341500.0,12103910.0,13539070.0,10778080.0,19728010.0,14993370.0,11964090.0
1898,01899,2588118.0,4838549.0,3819736.0,2148905.0,4488162.0,9749273.0,3956679.0,4402276.0
1899,01900,9255660.0,7039590.0,11491030.0,5275200.0,16368450.0,4890180.0,10407710.0,13250740.0
1900,01901,5339830.0,6182430.0,7783260.0,3775710.0,11130810.0,6231620.0,4621440.0,7904150.0
1901,01902,3700584.0,3674265.0,2940418.0,2003914.0,2374299.0,2026931.0,2200479.0,3491505.0
1902,01903,1839189.0,2214105.0,2098018.0,3112783.0,1880535.0,3583121.0,1371538.0,1103706.0
1903,01904,196556.0,637002.0,2561384.0,5124876.0,2294481.0,2824745.0,3138260.0,3072572.0
1904,01905,2444394.0,2835644.0,2044791.0,3386775.0,2090371.0,1816417.0,1740167.0,2021594.0
1905,01906,707699.0,1334288.0,938244.0,3085341.0,1535504.0,1513447.0,2397212.0,982705.0
1906,01907,59002220.0,45582050.0,46209720.0,58476810.0,23803680.0,38979040.0,31654940.0,43071940.0
1907,01908,4040277.0,10623949.0,4711217.0,4828519.0,13231623.0,6990654.0,7308284.0,7199930.0
1908,01909,12790511.0,14498623.0,6052799.0,4514007.0,8432338.0,13319494.0,4597148.0,8242458.0
1909,01910,2674006.0,2226919.0,2495726.0,3329798.0,3886677.0,2880080.0,4261487.0,5733049.0
1910,01911,4639031.0,7371768.0,5521189.0,4485925.0,5866928.0,6683460.0,6023515.0,3968600.0
1911,01912,1539401.0,1088440.0,1024114.0,867886.0,891144.0,905049.0,779801.0,1024922.0
1912,01913,16088010.0,8795469.0,9499969.0,14624700.0,2047180.0,10142826.0,7424250.0,9494839.0
1913,01914,1069860.0,1427432.0,1185336.0,740198.0,1157300.0,1332153.0,1587692.0,995177.0
1914,01915,690082.0,637430.0,1062346.0,1555076.0,4032419.0,1147472.0,861444.0,710978.0
1915,01916,1785480.0,2417730.0,1826620.0,2263600.0,1629040.0,2521920.0,1174060.0,1994810.0
1916,01917,3464672.0,3262797.0,3222294.0,2122128.0,2426957.0,1758643.0,2501648.0,1538665.0
1917,01918,5782502.0,8940620.0,7097560.0,6410550.0,7005184.0,5665598.0,7342460.0,6604102.0
1918,01919,828548.0,931264.0,933827.0,752299.0,848982.0,591069.0,1015498.0,606136.0
1919,01920,7180667.0,3266250.0,6194578.0,18384047.0,4569310.0,5587570.0,2614030.0,1132250.0
1920,01921,2495178.0,802209.0,455964.0,831149.0,2629364.0,1198596.0,2323457.0,1751083.0
1921,01922,11546023.0,13323506.0,19738073.0,6711970.0,22184989.0,22671770.0,18803034.0,27727605.0
1922,01923,3023982.0,5246056.0,3714940.0,1407590.0,1344858.0,202180.0,3110751.0,4883840.0
1923,01924,7870592.0,7836879.0,10939252.0,7071122.0,11417997.0,10500851.0,4791660.0,8609979.0
1924,01925,7184970.0,13481604.0,11849166.0,14456650.0,3579013.0,3296770.0,8941000.0,7704720.0
1925,01926,3172281.0,13482170.0,8577020.0,7676940.0,4501190.0,3056260.0,4225580.0,3406350.0
1926,01927,,335240.0,2359510.0,2476702.0,2277303.0,2293480.0,4126550.0,2285740.0
1927,01928,3769270.0,4695340.0,1000190.0,3927760.0,3606700.0,3802530.0,2253670.0,5432850.0
1928,01929,7653020.0,1148610.0,2264538.0,1815114.0,760243.0,1299991.0,1628280.0,2048433.0
1929,01930,4584140.0,11641384.0,5942786.0,8282770.0,4822788.0,3323216.0,3290730.0,3150700.0
1930,01931,1696216.0,1058474.0,1181982.0,992189.0,965985.0,904015.0,995220.0,933507.0
1931,01932,2706277.0,7536030.0,5589552.0,7410806.0,2453083.0,5784188.0,6064721.0,7302646.0
1932,01933,1517674.0,1473154.0,1418407.0,1982707.0,1596848.0,1278404.0,1363461.0,821055.0
1933,01934,8005850.0,10001960.0,5208400.0,13447760.0,4325950.0,8861370.0,8412960.0,9494790.0
1934,01935,1751390.0,2021459.0,2577142.0,2951652.0,3435221.0,3036923.0,2970371.0,3110199.0
1935,01936,1739462.0,1993484.0,1840479.0,2498215.0,2147135.0,1448794.0,1010210.0,1268327.0
1936,01937,3118990.0,7421620.0,6746760.0,3963600.0,441200.0,313560.0,1045180.0,144300.0
1937,01938,3656650.0,11413810.0,9890980.0,11101802.0,4154240.0,8481520.0,8768740.0,32404300.0
1938,01939,33376442.0,12827200.0,17007470.0,33229521.0,9911823.0,10486685.0,33555456.0,22473671.0
1939,01940,1402205.0,1818706.0,902489.0,1638692.0,1173996.0,849409.0,1567260.0,2142937.0
1940,01941,10706620.0,9182371.0,6516541.0,20203949.0,3517160.0,6225996.0,5937264.0,6490907.0
1941,01942,1834464.0,1867900.0,1870461.0,1510978.0,2447896.0,1889726.0,1601117.0,1834449.0
1942,01943,2623675.0,2554105.0,2623553.0,3307782.0,2001846.0,2282001.0,2662398.0,6339579.0
1943,01944,3227920.0,4849677.0,5230539.0,3554619.0,8139384.0,4990770.0,4670855.0,5753252.0
1944,01945,4432301.0,8244900.0,67361111.0,10862323.0,6856550.0,10373254.0,12105880.0,8829578.0
1945,01946,2889463.0,5310845.0,3990403.0,4093483.0,5446076.0,4234142.0,1981463.0,1195087.0
1946,01947,873253.0,1035871.0,922069.0,1430680.0,1434911.0,2239884.0,1673205.0,1216632.0
1947,01948,2216830.0,2816170.0,2775670.0,2957450.0,2595660.0,2185590.0,2462870.0,2825930.0
1948,01949,955540.0,1087380.0,1930280.0,1068740.0,603910.0,2358010.0,2602100.0,1484190.0
1949,01950,1593410.0,1138649.0,1369773.0,2255020.0,1258324.0,1633447.0,1171058.0,1454714.0
1950,01951,1431450.0,246810.0,911505.0,1864123.0,2953089.0,3701315.0,3621232.0,2566572.0
1951,01952,2820630.0,2917260.0,4589440.0,2598803.0,3835940.0,5367780.0,4257170.0,5673380.0
1952,01953,7040580.0,9603490.0,13587230.0,6041883.0,6120570.0,4306290.0,6245470.0,13853980.0
1953,01954,6124360.0,15269330.0,13226370.0,4976080.0,9888997.0,25918620.0,10270020.0,6322060.0
1954,01955,145810.0,252650.0,157930.0,1748126.0,3194181.0,2570648.0,4460433.0,4122005.0
1955,01956,39734510.0,12290000.0,19140630.0,19503139.0,9990310.0,6148906.0,6914620.0,19524920.0
1956,01957,31015792.0,7309929.0,11306040.0,6846810.0,4285000.0,8717740.0,9296360.0,9840373.0
1957,01958,9978670.0,4183365.0,1855732.0,1183114.0,2008261.0,3154061.0,2880852.0,3927330.0
1958,01959,1524249.0,1130983.0,1553639.0,2697945.0,2064068.0,1509664.0,2221625.0,1296248.0
1959,01960,804442.0,1083660.0,1081482.0,1189661.0,1099264.0,980379.0,1487025.0,1177814.0
1960,01961,6897486.0,2414129.0,3251616.0,1823687.0,10882423.0,1275520.0,2331248.0,5369675.0
1961,01962,1362048.0,1714180.0,1984224.0,1650020.0,1414948.0,1952676.0,1913130.0,2688175.0
1962,01963,4457156.0,6083660.0,3339750.0,11124518.0,4547340.0,3140790.0,2405450.0,12159880.0
1963,01964,3546182.0,1922832.0,1933060.0,2485854.0,2721243.0,2407972.0,1402519.0,1611389.0
